device_id|days
195909907|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
195909938|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#17#19#21#22#23#24#26#27#28#30#31#33#34#36#37#38#39#40#41#42#43#44#45#48#51#52#53#54#55#56#57#58#59#60
195910631|1#3#4#6#8#9#12#16#18#21#23#24#25#26#27#28#29#30#31#38#48#49#50#51#52
195910686|3#12#15#18#19#21#24#25#30#34
195910916|7#30#31#32#36#38#39#42#55#57#58#59#60
195911041|9#10#11#18#19#21#22#24#25#26#38#39#40#59
195911936|1#4#7#14#17#23#24#26#27#28#29#30#31#32#33#34#41#49#56#57#58
195912174|1#2#4#7#8#10#13#16#18#23#25#26#28#30#32#39#48#49#58#60
195912280|1#2#3#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#29#30#31#32#33#34#35#36#37#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
195912757|13#31#32#33#34#35#36#37#38#39#40#41#42#43#45#46#47#48#49#50#51#55#56#57#58#59#60
195912848|1#12#14#16#23#35#36#48#52#54#57
195912853|1#2#3#4#5#6#7#10#12#17#21#23#30#41#43#60
195912921|1#2#3#5#6#7#10#11#13#14#15#16#18#19#21#22#27#28#29#30#31#32#34#35#38#39#40#41#42#43#45#46#47#48#55#58#59#60
195913223|7#12#13#14#16#20#33#35#43#52#54
195913523|3#4#9#26#27#28#32#40#49#51
195913601|5#7#8#10#12#13#15#26#27#42
195914023|1#2#3#5#6#7#8#9#10#11#12#14#16#19#23#27#28#29#30#32#33#34#36#37#38#39#44#45#46#47#48#49#50#51#52#53#54
195914852|4#9#10#16#17#23#51#52#57#60
195916389|10#11#13#14#24#27#30#31#34#35#38#39#41#50#53#54#56#57#58#59
195917977|2#7#10#16#17#19#20#27#28#29#31#32#33#34#36#37#38#39#47#48#50#53#55#56#57#58#59
195918522|2#4#13#37#38#39#40#41#42#43#44#45#46#48#49#50#51#52#53#54#55#56#57#58#59#60
195919094|26#27#28#29#30#31#32#41#42#43#44#45#46#51#52#54#55#56#57#58#59
195919553|8#16#18#24#26#32#37#39#40#50#51#60
195919789|1#3#4#7#9#11#15#16#18#19#21#24#25#26#30#35#48#49#50#51#57#59#60
195920013|1#4#5#15#32#37#49#56#57#58
195920227|4#31#35#43#44#45#46#47#48#50#58
195920766|1#17#22#27#28#31#32#36#37#38#39#40#51#52#60
195920983|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#34#35#36#37#38#40#41#42#43#46#47#48#50#51#52#53#54#55#56#57#58#59#60
195921340|1#2#3#7#10#23#24#25#26#31#35
195921803|4#9#11#12#13#14#15#16#17#18#19#23#24#25#27#29#35#41#42#43#45#47#52#59
195922293|4#8#12#13#14#20#21#22#25#30#32#35#37#38#41#43#44#54
195923037|3#7#8#9#10#11#12#13#14#15#17#19#20#21#22#23#25#26#27#28#29#31#32#33#35#36#37#38#39#40#41#43#45#52#54#55#56#57#58#59
195924472|1#2#3#4#5#6#7#8#10#11#12#13#14#15#16#17#19#20#21#22#25#26#27#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#48#49#50#51#52#53#54#55#56#57#58#59#60
195924485|7#17#21#39#40#42#45#47#48#49#50#52#53#54#55
195925003|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
195925143|1#3#5#7#8#10#12#13#15#17#18#22#23#30#32#33#40#42#43#44#46#48#49#50#52#56#57#59#60
195925244|4#5#7#8#10#15#18#22#24#25#26#29#30#32#33#34#35#41#43#46#48#49#50#51#52#57#58#59#60
195925314|2#3#4#6#7#8#9#11#14#16#17#18#21#22#23#24#27#31#34#36#39#41#42#48#52#54#55#58
195926279|3#4#5#7#17#18#24#31#36#37#40#41#42#45#50#51#52#53#54#56#58#59
195927027|11#12#15#17#31#33#40#45#48#52#54#55
195927197|3#5#6#7#8#9#10#11#14#15#17#18#27#47#48#55
195927258|5#7#17#20#21#22#23#26#27#31#39#44#52
195927347|1#3#4#5#7#8#9#10#12#13#14#15#16#17#18#19#20#21#22#23#24#25#27#28#29#32#33#35#36#38#41#42#43#46#49#51#52#53#54#55#56#58#59#60
195927865|2#3#18#20#25#26#27#28#29#30#31#34#35#36#38#39#40#41#44#50#51#54#56#57#58#59#60
195928625|1#2#3#4#6#7#8#9#11#12#13#14#15#16#17#18#19#20#21#22#23#24#26#27#29#31#32#33#35#36#37#38#39#40#41#42#43#45#46#47#48#49#50#51#52#54#56#57#58
195929482|4#13#15#16#19#20#23#27#29#34#35#36#38#45#47#48#52#56
195929763|5#6#7#9#10#11#12#13#14#16#17#18#20#21#22#23#24#25#26#27#28#29#30#31#34#36#37#39#40#41#42#43#44#45#46#47#48#49#50#52#53#54#55#56#58#59#60
195932590|1#2#6#7#8#9#10#11#14#15#17#20#21#23#26#28#29#30#35#38#41#45#46#49#51#57#58#60
195935531|38#39#40#41#42#43#44#45#46#47#49#54#55#56#57#59#60
195935629|44#45#46#47#48#49#51#52#53#54#55#56#57
195938690|1#2#3#5#6#7#10#12#13#14#15#19#20#21#22#23#24#25#26#27#28#29#31#32#33#34#36#37#38#39#40#41#46#47#48#49#50#51#52#53#54#55#57#58#59#60
195938980|8#12#18#25#28#30#32#45#48#49#58#59
195939547|10#16#17#19#21#23#25#27#28#33#36#38#39#42#49#50#51#52#53#54#60
195940551|2#8#9#10#11#12#14#15#17#27#28#53#56#58
195940717|1#3#7#8#10#11#13#15#18#19#20#22#24#25#26#32#35#36#37#40#42#43#44#45#46#47#49#53#54#57#58#59#60
195940782|2#4#5#6#8#9#10#12#13#14#15#17#18#22#23#26#28#29#31#32#33#34#35#36#37#38#39#41#42#43#44#45#46#48#50#52#54#55#56#59#60
195941447|28#29#30#31#32#33#34#38#39#52#53#54#55#56#57#58#59
195942450|6#7#9#12#13#14#15#16#17#23#27#28#30#44#59#60
195942518|20#21#22#23#24#31#32#40#45#53#54#55#57#58#59#60
195942761|2#3#4#5#6#7#9#10#11#12#13#14#15#19#22#23#24#25#26#27#28#29#30#31#32#33#34#35#37#38#39#40#43#46#49#50#51#53#54#60
195942910|3#4#8#10#11#14#15#16#17#18#19#20#21#22#24#29#30#31#32#33#35#39#42#45#57#58
195943029|34#35#37#38#44#45#46#47#48#49#50#51#54#55#56#57#58#60
195944491|14#19#21#22#24#25#32#42#47#56#57#58
195944689|5#6#8#11#15#16#17#25#26#28#29#39#42#48
195945713|29#31#32#33#43#44#49#50#51#52
195946491|11#19#20#21#22#23#29#40#42#43#45#46#47#49#53
195947075|2#4#6#9#12#56#57#58#59#60
195947133|12#13#21#22#23#24#25#26#35#38#43#45#46#47#48#49#50#51#52#53#54#55#56#58#59#60
195947212|1#2#3#5#8#12#13#15#50#51#52#56#57#58#59#60
195948005|5#8#9#10#15#19#39#44#55#57#58
195948069|3#9#10#18#27#28#30#36#40#52#57#58#59
195948492|16#19#20#21#23#24#25#26#28#29#30#31#33#34#36#38#41#42#46#47#48#51#53#54#55#56#57#58
195949191|12#17#18#19#20#34#40#41#42#43#44#45#46#48#50#51#55#59
195949572|1#2#3#4#5#6#8#10#11#12#13#14#15#36#37#38#39#44#45
195951614|1#2#3#4#5#6#8#9#10#11#12#13#14#15#16#17#18#19#20#23#24#25#26#27#29#30#31#34#35#36#37#38#39#40#41#42#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
195951789|1#2#3#14#27#32#33#38#48#49#50#51#52#53#54#55#56#57#58#59#60
195951856|1#4#14#15#16#17#19#20#21#22#23#27#28#29#30#31#33#35#37#42#43#44#48#49#50#51#52#58
195952172|1#2#3#4#5#17#22#30#31#36#39#44
195952481|2#18#21#24#26#40#43#44#45#46#48#53#54#55#56#57#58
195953036|4#11#17#19#22#31#32#41#49#50#51#54#59
195954446|3#8#10#15#23#27#28#31#32#35#47#60
195954470|22#25#26#27#28#33#37#38#39#40#41#42#43#44#45#46#47#48#49#55#56#57#58#60
195954496|5#7#11#20#21#26#28#35#36#39#41#57#58
195954523|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#56#57#58#59#60
195955251|3#4#5#7#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#28#29#31#32#33#34#35#36#38#39#40#41#43#44#45#46#47#49#50#51#52#53#54#56#57#60
195955753|2#3#4#6#7#10#11#12#14#15#17#18#20#21#22#25#26#27#29#33#34#35#37#38#39#42#43#46#47#48#50#51#52#53#55#56#57#58#59#60
195955892|14#16#39#40#41#42#43#48#49#58
195956291|2#6#9#30#31#32#33#36#37#57
195957065|3#13#14#15#16#19#20#22#38#39#41#49
195957268|2#4#13#16#30#31#33#35#38#44#55#57
195957346|23#24#25#26#27#29#32#33#35#37#39#43#44#45#46#47#49#50#54#56#58#59
195957686|2#3#4#5#9#12#14#15#16#18#30#34#36#39#43#44#48
195958305|2#3#4#5#6#11#13#19#21#26#27#28#29#30#31#35#36#39#41#43#44#46#49#55#56#57
195958691|6#14#17#19#20#23#35#36#37#39#41#45#46#48#50#54#55#58#60
195958861|2#3#7#8#9#10#11#12#13#14#15#16#17#24#25#26#31#32#44#52#53#55#56#57#58#59
195959007|18#24#25#26#30#33#34#35#48#50
195959629|1#2#3#4#5#6#7#8#10#11#12#13#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#44#48#49#50#51#52#53#54#55#56#57#58#59#60
195959900|9#10#20#21#23#25#26#28#29#30#32#34#35#36#37#40#41#42#43#48#50#51#52#53#54#59#60
195960736|5#6#9#10#11#12#13#14#15#16#18#19#20#21#23#25#26#28#30#35#37#39#40#42#45#47#48#49#50#52#54#55#56#57#59
195961421|17#19#21#23#26#27#31#32#34#39#49#52#54#57#60
195961645|1#2#3#5#6#7#8#9#10#12#13#14#15#16#18#20#21#32#47
195962786|1#2#4#5#6#9#10#11#14#15#17#18#21#22#23#24#26#27#28#29#30#31#34#35#36#37#38#39#40#43#44#47#48#50
195963024|13#16#17#19#23#27#31#35#37#42#43#44#45#46#47#48#52#53#54#55#58
195963508|4#12#14#31#32#34#39#40#43#53
195963585|1#2#4#5#6#9#10#11#12#14#15#16#17#18#25#27#36#37#39#40#41#45#46#47#48#49#53#54#55
195964500|3#4#7#8#10#11#17#24#25#34#35#36#37#38#40#41#45#46#47#48#50#51#52#53#54#55#57
195964724|1#2#3#4#5#6#7#8#9#10#11#12#14#15#16#21#26#27#29#36#37#38#41#42#45#50#52#55#57#60
195966282|1#2#3#4#5#9#10#11#13#14#15#16#17#20#21#22#24#25#26#27#29#30#34#35#43#44#45#47#48#49#53#56
195966516|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
195967671|3#4#5#6#8#9#11#12#13#14#15#16#18#19#20#21#22#23#25#26#27#28#29#30#32#33#34#35#36#37#40#41#42#45#46#47#50#51#52#53#54#55#56#57#58#60
195968171|18#19#22#23#24#25#27#28#29#30#31#32#33#34#35#36#39#42#47#49#50#52#53#57#58#59#60
195969105|3#4#6#15#22#23#24#32#33#36#40#41#47#52#56
195969682|1#3#7#8#10#13#14#18#23#24#27#28#32#35#36#37#39#40#45#48#49#51#52#54
195970697|5#10#11#16#20#21#25#26#27#28#32#33#37#38#39#40#48#53#54#55#56#58
195971261|5#6#11#12#13#14#15#16#17#19#20#21#22#23#25#26#27#28#29#30#33#35#36#48#49#50#51#56#57#60
195971794|11#28#32#33#35#44#45#46#51#52#56#59
195972061|8#9#10#11#14#29#31#33#38#41#45#51
195973281|7#8#14#25#30#33#35#44#48#59
195973693|9#19#28#30#31#32#33#38#39#40#41
195974307|1#3#4#5#7#9#10#11#12#15#16#17#18#19#20#21#22#28#29#33#36#37#49#56
195974671|1#2#3#4#5#6#7#8#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#43#45#47#48#49#50#51#52#53#54#55#56#57#58#59#60
195976022|2#4#5#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#35#36#37#38#39#40#41#43#44#45#46#47#49#50#51#52#53#54#55#57#58#59#60
195976174|10#12#14#19#21#23#27#28#36#41#52#60
195977432|3#6#19#24#25#28#29#30#31#48
195977803|1#2#4#5#7#8#9#10#12#13#14#15#16#17#20#21#22#23#24#25#30#33#34#36#37#38#39#45#46#47#49#50#54#55#58#59#60
195978590|21#25#26#28#29#30#35#36#37#45#51#60
195980728|1#3#4#5#8#9#10#11#12#13#15#18#19#21#22#23#25#26#27#28#29#30#31#34#35#36#37#39#40#41#42#43#44#45#49#51#52#53#54#55#56#57#58#59
195981057|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#27#29#30#31#32#35#37#39#41#42#43#44#45#46#47#48#49#51#56#57#58
195982374|7#16#21#23#24#33#34#35#45#48#53#58
195982938|1#2#5#10#12#13#14#16#17#21#22#23#24#25#26#27#28#29#31#34#35#36#37#38#40#41#42#43#44#45#46#47#48#49#51#52#53#54#56#57#58#59#60
195983317|9#10#11#13#16#17#23#25#26#28#29#31#33#37#40#42#45#46#51#52
195983683|1#3#7#18#23#37#38#39#44#45#47#49#50#51
195983825|5#8#10#12#17#24#30#33#36#43
195983966|1#2#10#11#15#19#22#24#25#26#30#39#41#43#45#48#52#56#59
195984599|24#25#26#27#28#29#43#47#48#51#52#56#57#59#60
195984696|32#35#41#44#51#52#56#57#58#60
195985060|4#7#9#11#12#15#19#20#23#36#39#40#45#49#50#52#54#57#59#60
195985703|2#3#4#5#6#7#9#10#11#12#13#14#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#57#58#59
195985897|1#2#5#6#7#10#31#40#46#48#49#50#51#52#54#56#60
195986252|1#8#9#18#20#22#23#29#37#39#40#41#42#44#45#49#51#53#54#58#59
195986520|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#47#49#50#51#52#53#54#55#56#58#59
195986942|21#24#39#40#41#42#43#44#47#49#50#58
195987632|7#9#12#13#16#20#21#24#33#35#36#40#42#55#56
195988034|1#2#4#5#6#7#8#10#14#16#17#18#20#22#25#26#27#28#29#30#32#33#34#35#39#44#45#47#50#51#53#54#55#56#57#58#60
195988173|1#2#3#8#10#13#14#15#16#19#20#22#23#24#25#26#27#28#29#30#32#33#34#35#36#37#38#41#42#43#44#47#48#49#50#51#52#53#55#56#57#58#59#60
195989480|1#2#3#4#5#6#7#9#11#12#13#14#15#16#17#18#20#24#25#26#27#28#30#31#32#37#40#41#44#45#46#47#48#51#55#59
195989582|3#4#6#7#9#10#13#14#15#18#21#23#24#25#26#27#30#31#32#33#34#39#42#43#44#46#47#48#50#51#55#58#59
195990539|1#2#4#5#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#30#31#32#33#35#38#39#40#41#42#43#44#47#48#49#51#52#53#54#56#58#59
195990730|1#2#3#5#6#7#8#9#10#11#12#13#14#16#20#21#22#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#41#42#44#45#49#50#52#58#59
195991280|13#15#19#25#30#31#35#41#42#43#46#50#51#53#56
195991528|1#2#4#10#12#18#19#29#36#39#40#43#48#49
195992702|17#22#26#33#36#48#49#52#53#54#55#57#60
195993282|2#6#7#13#16#20#26#27#38#54#55#56#57#59
195993571|1#2#3#4#5#6#7#8#9#10#11#12#13#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#57#58
195995852|3#6#7#9#12#16#24#25#31#33#35#37#38#42#43#45#46#47#50#52#54#56#57#58#59#60
195996286|1#4#7#10#18#21#23#24#25#26#27#33#44#45#55#57#59#60
195997342|4#6#7#9#10#12#13#16#17#18#19#36#39#45#50#57
195997765|1#2#3#5#6#10#11#12#13#14#15#16#17#22#23#24#25#32#34#35#36#37#38#39#40#41#42#43#45#48#51
195998116|9#17#33#42#44#50#52#54#58#59
195998812|1#5#8#13#35#37#47#50#56#57#59
196000259|1#6#9#11#12#15#17#19#20#21#23#28#33#35#36#38#39#41#44#52#54#56
196000650|4#6#7#12#14#27#31#37#41#42#56#57#58
196000729|3#4#6#7#10#11#14#19#28#44
196001359|12#16#17#18#26#27#28#37#38#39#40#43#44#47#50#57
196001864|4#6#7#8#9#10#14#16#17#18#20#25#26#28#32#43#46#49#50#53#54#60
196001996|25#26#30#32#33#34#35#38#39#41#42#44#47
196002516|2#9#14#17#19#22#26#27#29#31#32#35#45#46#48#49#50#51#52#53#56#59
196002618|2#3#7#20#24#32#33#35#36#39#46
196002658|1#2#5#8#9#12#13#14#15#16#17#18#19#20#21#28#31#32#33#36#39#40#41#44#51#52#54#58
196002662|1#3#4#10#36#42#44#45#53#56
196002949|1#3#4#5#6#7#8#9#10#12#13#16#18#21#23#24#25#26#27#28#29#30#33#34#35#36#37#39#41#42#43#44#46#47#48#49#50#51#52#54#56#57#58#59
196003925|3#5#30#41#43#51#53#55#56#57
196004561|1#3#4#5#6#9#10#16#17#20#21#22#24#29#30#32#34#58#59#60
196004585|3#4#5#6#8#9#12#14#16#20#21#22#23#27#28#32#33#35#36#44#47#49#50#51#52#54#55#56#57
196005038|19#20#21#22#23#36#37#38#40#50#51#52#53#57#58#59
196006341|14#15#18#19#22#25#28#29#31#32#33#38#59
196008050|1#19#20#21#25#26#28#30#31#33#36#42#57#58#59#60
196008428|1#2#3#4#5#6#7#8#9#10#11#13#14#15#17#18#21#22#23#27#29#30#33#36#37#38#39#40#41#43#44#45#46#47#48#49#52#53#54#55#56#57#59#60
196009371|2#3#4#6#7#8#12#14#20#36#46#58
196009800|2#7#30#31#34#35#37#40#41#44#51#52#56
196010519|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#31#32#33#34#35#36#37#38#39#40#41#43#44#45#46#47#48#49#50#52#53#54#55#56#57#58#59#60
196010895|19#20#21#23#27#30#31#32#33#34#36#38#40#42#43#44#46#47#50#51#52#54
196011412|7#8#9#14#17#18#23#25#26#27#28#31#36#37#38#39#40#41#42#43#47#49#50#53#56
196011802|9#11#13#14#25#26#30#37#40#41#43#44#45#46#47#48#49#50
196011939|1#2#3#4#7#8#12#13#18#19#20#25#27#28#30#31#34#52#53
196012746|1#2#3#4#5#6#7#8#9#10#12#14#16#17#18#20#31#32#33#34#36#38#39#40#41#46
196012785|1#2#5#7#10#17#18#19#20#21#22#24#25#35#36#40#49#51#52#57#58#59#60
196012796|3#4#5#13#14#16#17#25#31#33#34#47#48#56
196012866|1#13#17#22#23#28#31#32#33#34#38#39#40#41#44#46#47#48#49#50#52#54#58#59#60
196013008|23#24#25#26#27#30#34#35#36#37#38#39#40#41#42#43#44#45#46#47#48#50#51#52#55#57#58#59
196013521|1#2#3#4#5#6#8#9#16#17#18#19#26#29#32#37#38#39#40#41#42
196013560|2#3#4#5#21#25#30#32#34#39#41#42#44#46#47#48#49#50#51#52#56#57#58#59#60
196015450|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
196015749|12#14#17#18#25#28#47#51#53#56#57#58
196015902|2#4#18#25#27#28#35#41#46#53#60
196015916|4#12#13#21#24#30#31#36#37#38#39#41#44#46#47#49#51#52
196017193|4#5#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#25#26#27#28#29#30#31#32#34#35#36#37#38#39#40#41#43#47#48#49#50#51#53#55#56#57#58
196018454|1#3#4#5#7#8#9#11#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#39#40#42#43#44#47#48#49#50#51#52#54#57#58#59
196018839|1#4#6#16#18#20#32#35#40#42#44#47#53#54#60
196019026|10#12#18#19#20#21#22#23#24#25#26#27#28#29#30#31#33#34#36#46#53#54
196019277|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
196019322|6#7#13#17#21#23#24#25#27#31#32#34#35#37#43#55#56#59
196019338|1#4#5#6#7#9#10#11#12#13#15#17#20#21#22#23#24#25#26#27#28#29#31#35#37#40#41#45#49#51#54#55#57#60
196019650|7#10#31#32#38#39#41#42#43#45#49#52#55#57#59#60
196020951|7#8#10#13#14#15#16#17#19#24#25#26#31#32#33#34#35#36#38#48#49#50#52#54#57
196020995|12#31#41#44#46#48#49#50#57#58
196023108|24#26#27#29#30#31#32#33#34#35#36#37#38#39#40#41#44#47#48#49#50#51#52#53#54#56#57#58#59#60
196024262|1#3#4#6#8#9#10#11#12#13#22#23#24#25#26#28#29#31#33#34#35#36#37#39#40#41#43#45#46#47#49#50#52#53#54#55#57#59
196024758|2#4#6#7#25#30#32#34#35#38#39#40#41#44#45#46#47#48#57#59
196025532|1#7#8#9#10#22#45#48#49#50
196025645|1#13#30#31#34#36#42#43#46#50#51
196026005|12#18#19#20#21#23#26#28#29#32#33#34#57
196026824|1#2#5#6#11#32#33#34#37#47#56
196026897|4#5#6#12#14#19#20#21#22#24#26#27#29#32#37#41#43#46#47#48#51#55#59
196027858|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#25#26#27#28#29#31#35#36#37#38#40#41#42#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
196027887|1#2#3#4#5#7#8#9#10#11#12#13#14#15#16#17#18#19#20#22#23#24#25#26#27#28#29#30#31#32#34#35#38#39#42#43#44#47#50#51#53#54#55#56#58#59#60
196027943|2#5#14#15#18#20#23#24#37#46
196028094|7#8#10#11#13#17#24#26#27#28#29#30#31#32#33#34#38#45#47#48#56#58
196028115|14#46#47#50#51#54#55#56#57#58#59#60
196028299|26#27#35#41#44#47#48#53#55#56#60
196028760|3#4#5#6#7#8#9#10#11#12#15#17#24#25#26#27#29#30#32#33#36#39#51#53#60
196029104|37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
196029776|13#14#20#21#26#27#28#29#31#46#55
196030213|1#2#3#6#9#14#15#17#18#22#25#26#27#29#31#32#33#34#35#37#41#42#44#48#52#54#56#57
196030423|1#4#11#12#16#19#22#28#41#42#46#53#60
196030937|14#18#20#21#23#30#31#32#33#37#50#52#54#60
196031774|1#2#5#6#7#8#9#10#11#12#13#14#15#16#17#21#28#38#45#47#60
196032031|6#9#26#40#45#46#47#48#52#57#58
196033043|1#2#4#5#6#7#8#10#11#14#15#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#40#41#42#45#47#48#50#52#55#57#58
196033494|2#3#13#16#19#23#24#29#32#34#36#37#43#60
196034814|4#8#12#20#21#25#27#29#32#33#34#35#36#37#38#39#42#43#44#48#49#50#51#53#54#55#56#57#58#60
196035806|1#2#3#4#5#6#7#9#10#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#38#39#40#41#42#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
196035940|2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#21#22#23#24#25#26#27#28#29#30#31#32#33#34#35#36#37#39#40#41#42#43#44#45#46#47#48#49#50#51#53#56#57#58#59#60
196036116|1#2#3#4#5#6#7#8#9#11#12#16#17#20#21#22#23#24#25#27#29#32#33#34#35#42#46#49#52#57#58
196036800|10#11#12#13#15#20#21#29#32#33#34#35#38#39#42
196037442|5#6#7#8#11#13#14#15#25#26#27#29#30#31#32#33#34#36#38#40#41#43#49#50#51#52#53#55#57#60
196037632|1#2#3#4#5#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#32#33#34#35#36#37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#57#58#59#60
196038070|6#7#9#10#12#15#20#28#29#31#32#34#40#42#43#44#45#47#50#52#55#56#57#58
196038146|1#2#3#4#5#6#8#9#10#11#12#13#14#15#17#18#20#21#22#24#25#27#28#29#32#34#39#49#50#51#53#54#56#57#58#59#60
196038163|2#3#4#5#6#13#16#19#20#21#22#23#24#25#27#29#36#39#40#42#44#50#51#54#55#56#57#58#59#60
196038873|3#5#6#7#8#9#12#13#14#15#22#23#25#26#27#28#29#33#36#40#43#44#46#47#49#50#51#52#53#57
196039338|22#25#26#28#33#42#44#46#50#57
196040510|6#7#8#12#14#16#17#20#22#23#24#27#30#36#39#42#43#44#49#51#52#53#56#57#58#60
196042781|9#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#34#39#40#41#43#44#45#51#52#53#54#58#59#60
196042919|16#17#19#22#26#34#35#36#52#54#55#56#57#59#60
196044875|1#2#3#4#5#6#7#8#9#10#11#12#13#14#15#16#17#18#19#20#21#22#23#24#25#26#27#28#29#30#31#32#33#35#36#37#38#39#40#41#42#43#44#45#48#49#50#52#53#54#56#57#58#59#60
196048509|7#8#9#10#11#12#13#19#20#21#22#23#24#27#28#29#31#36#37#40#41#42#44#51#53#54#59
196048930|4#6#8#9#19#20#29#31#36#40#41#42#43#56
196050932|2#6#7#18#20#21#24#25#26#27#30#31#32#33#34#35#36#37#38#40#41#42#43#49#50#52#53#54#55#56#57#58#59#60
196051106|3#4#33#34#35#37#38#39#42#44#45#49#50#51#52#60
196051117|9#10#20#21#24#28#34#42#43#44
196051144|1#2#3#4#5#6#7#8#9#10#11#12#13#14#16#17#18#19#20#21#22#23#24#25#26#27#29#30#31#32#34#36#37#38#39#40#42#43#44#45#47#48#51#52#53#54#55#56#57#58#60
196051520|1#2#4#5#6#9#10#11#12#15#18#19#20#21#22#23#25#26#27#31#32#33#34#35#37#38#39#40#42#44#45#46#47#48#50#52#53#54#55#56#57#58#59#60
196052366|9#10#17#18#19#37#38#39#47#48#50#52#56#57
196053099|1#8#9#11#16#17#18#19#21#23#24#25#27#28#29#30#31#32#34#35#37#38#39#40#41#42#43#44#45#46#47#48#49#50#51#52#53#54#55#56#57#59#60
196053382|1#2#3#4#5#6#9#19#20#21#22#23#25#26#28#32#35#39#40#41#43#44#46#47#49#57
196053997|1#2#3#4#5#6#7#8#9#10#11#14#15#16#17#18#19#21#23#52#54
196054356|6#21#24#29#32#37#38#40#41#43#44#46#48#49#53#56#57#58#60
196054529|3#10#13#21#22#27#28#30#31#32#34#39#44#49#50#56#60
196056367|2#18#27#31#32#39#43#51#54#55
196057596|2#3#8#9#10#23#24#26#27#30#36#37#38#48#54#58#59#60
196058659|1#7#12#15#16#34#46#51#52#54#55
