device_id|gender|age|device|city|is_vip|topics
199474819|0|2|473|310|NULL|
199337507|1|4|490|34|0|
198748851|0|3|215|180|NULL|
198439557|0|2|231|8|0|
197760830|0|4|222|118|NULL|
197690926|0|4|298|177|NULL|
197499317|0|1|24|20|NULL|
196877714|0|2|230|90|NULL|
196361276|1|4|514|283|NULL|
196088374|NULL|NULL|1|180|NULL|
195474886|0|2|292|297|NULL|
195406384|0|3|172|270|0|
195399413|0|4|24|164|NULL|
195248824|1|NULL|176|294|NULL|
195168369|0|2|176|173|NULL|
194760362|0|4|166|177|NULL|
194688433|0|2|512|223|NULL|
194687547|0|1|539|15|NULL|
194647320|0|4|517|293|NULL|
194097638|0|4|224|19|NULL|
194078361|0|3|272|47|NULL|
200162278|0|4|418|151|NULL|
199401689|1|3|215|177|NULL|
199355252|0|4|514|72|NULL|
199175944|0|3|20|297|NULL|
198967847|0|1|40|31|NULL|
198561008|0|NULL|24|16|NULL|
198427549|1|3|311|136|0|
197910854|1|3|298|203|NULL|
196390740|1|2|227|300|NULL|
196009800|0|3|551|288|NULL|
195827609|0|3|421|31|NULL|
195708758|0|4|426|205|NULL|
194732052|0|4|42|165|NULL|鞠婧祎
194449770|0|2|24|48|NULL|
194317455|1|3|166|286|NULL|
194311170|0|4|458|129|NULL|
194265306|0|1|306|53|NULL|
194131650|0|4|41|289|NULL|
199397542|1|NULL|172|205|NULL|
198529715|0|4|40|15|NULL|
197893799|0|2|218|293|NULL|
197166771|1|3|295|74|NULL|
196091119|1|2|514|47|NULL|
195986252|1|2|227|139|NULL|
194964278|0|4|298|164|NULL|
194694378|0|3|421|155|NULL|
199970391|0|3|234|273|NULL|
199509849|0|4|39|187|NULL|
199452663|0|2|541|251|NULL|
199442713|1|3|421|96|NULL|
199205540|1|2|505|31|NULL|
199134851|0|3|224|313|NULL|
198683562|1|4|184|334|NULL|
196596925|1|0|517|15|NULL|
196559599|0|NULL|231|211|NULL|
196487195|0|2|20|47|NULL|
196365446|0|3|483|73|NULL|
196241552|1|3|295|245|NULL|
196038163|0|2|551|302|NULL|
196025532|0|NULL|477|129|NULL|
195927258|0|3|457|245|NULL|
195818629|0|4|465|326|NULL|
195654617|1|1|24|205|NULL|
195633085|0|0|482|54|NULL|
195603986|1|4|295|221|NULL|
195451248|1|1|480|205|NULL|
195111166|0|1|184|205|NULL|
194840211|0|3|222|223|NULL|
194512416|0|3|186|207|NULL|
194495841|0|4|152|334|NULL|
194195505|0|NULL|422|296|NULL|
200206196|0|4|549|35|NULL|
200029219|0|3|311|191|NULL|
198857372|1|2|234|74|NULL|
198712315|1|3|458|74|0|
198650144|0|1|295|258|NULL|
198548264|0|4|21|185|NULL|
198469223|0|3|167|100|NULL|
197449479|0|2|417|164|NULL|
197319869|0|4|335|80|NULL|
197137261|0|3|306|18|NULL|
196707429|1|1|214|333|NULL|
195530722|0|NULL|25|334|NULL|
195013276|0|4|426|19|NULL|
194148705|0|3|306|74|NULL|
199398135|0|NULL|43|169|NULL|
199348732|1|3|458|92|NULL|
198681961|0|2|298|39|NULL|
198606449|0|2|418|134|NULL|
198450608|0|NULL|228|102|NULL|
198267203|0|3|176|297|0|
198214920|0|1|42|289|NULL|
197967639|0|NULL|235|152|NULL|
197910385|1|1|215|165|NULL|
196618375|0|4|509|245|NULL|
196536176|1|4|31|269|NULL|
196200712|0|4|34|87|NULL|
195943029|0|NULL|481|66|NULL|
195467257|0|NULL|24|277|NULL|
195224101|0|4|24|121|NULL|
194944454|0|2|505|91|0|
194906369|0|4|172|136|0|
194481256|0|2|210|149|NULL|
194410598|1|1|426|262|NULL|
200167312|1|3|26|237|NULL|
199898192|1|2|505|232|NULL|
199789970|0|4|309|275|NULL|
199489096|1|2|18|91|NULL|
199377933|1|0|514|96|NULL|
198963999|0|2|226|257|NULL|
198711291|1|3|504|167|NULL|
198595415|0|2|551|136|NULL|
198538895|0|3|229|142|NULL|
198340687|0|3|39|226|NULL|
198084610|1|1|41|162|NULL|
197707902|0|4|42|113|NULL|
197614653|0|1|306|48|NULL|
197095993|0|4|286|134|NULL|
196999975|1|4|210|256|NULL|
195958691|0|4|172|285|NULL|
195240856|0|1|544|136|NULL|
194799581|0|2|534|270|0|
200081832|1|2|292|134|NULL|
200061368|1|4|167|334|NULL|
199784532|0|3|298|99|NULL|
198968672|0|3|474|331|NULL|
198921682|1|3|224|57|NULL|
198898474|1|2|544|294|NULL|
198839854|0|4|231|250|1|
198619192|0|3|474|147|NULL|
198416988|1|2|534|294|NULL|
198401237|0|2|172|277|NULL|
197540477|0|2|306|283|0|
197051556|0|3|544|47|NULL|
196922497|0|1|505|162|NULL|
196753641|1|3|539|19|NULL|
196751254|1|1|222|75|NULL|
196680424|0|4|10|133|NULL|
196273446|0|3|536|91|NULL|
196144603|0|4|214|256|NULL|
196070317|1|NULL|181|297|NULL|
195712491|0|2|298|177|0|
195636376|1|2|538|147|NULL|
195353198|1|1|218|254|NULL|
195295614|0|4|457|332|NULL|
195283145|0|4|473|205|NULL|
195091278|0|2|505|34|NULL|
194802759|0|NULL|481|293|NULL|
194776857|1|3|8|156|NULL|
194293921|0|2|215|22|NULL|
199749434|1|3|214|281|NULL|
199610023|0|3|217|42|NULL|
199558621|0|1|40|87|NULL|
199064903|0|1|534|42|NULL|
198435022|0|2|505|74|0|
198263273|0|4|327|286|NULL|
198072015|1|NULL|25|194|NULL|
197664907|0|2|538|221|NULL|
197631031|0|0|227|32|0|
197511031|0|2|536|164|NULL|
196810225|0|3|517|310|NULL|
196792749|1|3|24|210|NULL|
196407333|1|1|532|329|NULL|
196063181|0|NULL|176|74|NULL|
195615931|0|NULL|298|99|NULL|
195455676|1|1|514|295|0|
195392619|0|NULL|541|167|NULL|
195279988|0|1|534|76|NULL|
195243422|0|3|544|284|0|
194852337|0|1|536|327|NULL|
194789013|0|2|298|191|NULL|
194779902|1|0|235|196|NULL|
194656550|0|1|418|311|NULL|
199871193|0|4|215|31|NULL|
199272961|0|NULL|311|89|NULL|
199225292|0|3|536|205|NULL|
198930565|0|4|157|267|NULL|
198789408|0|0|43|264|NULL|
198675505|0|4|8|67|NULL|
198343418|1|3|40|52|NULL|
198307569|0|NULL|231|336|NULL|
197193526|1|4|421|103|NULL|
197049965|0|1|210|15|NULL|
196483476|0|4|482|160|NULL|
196231419|0|3|551|59|NULL|
195578036|0|3|299|252|0|
194971093|0|4|40|211|NULL|
194786528|0|1|477|17|NULL|
194736742|1|4|152|136|NULL|
194669033|0|1|18|68|NULL|
194564948|1|2|514|19|NULL|
194460921|0|3|306|205|NULL|
194171815|0|2|24|227|NULL|
194144297|0|3|172|15|1|
199988641|1|2|530|155|NULL|
199834223|0|2|472|254|0|
199792677|0|2|446|31|NULL|
199296540|1|3|224|129|NULL|
199113087|1|4|7|163|NULL|
199028896|0|3|474|124|NULL|
198599606|0|4|181|136|NULL|
198322718|0|4|285|297|NULL|
198227816|0|4|42|229|NULL|
198030920|0|4|172|294|NULL|
197480484|0|3|514|223|NULL|
197334715|1|1|530|288|NULL|
196489905|0|NULL|215|65|NULL|
196459393|1|3|181|252|NULL|
196403738|0|3|32|210|NULL|
196135192|0|NULL|30|270|NULL|
195925003|0|1|210|248|0|
195251692|0|0|505|251|NULL|
194495683|0|4|295|136|NULL|
200152258|NULL|NULL|470|180|NULL|
199053149|0|2|167|254|1|
199032941|1|2|50|334|NULL|
198248904|0|2|270|334|NULL|
197842878|0|3|286|186|NULL|
197365650|0|3|509|147|NULL|
196955036|1|0|42|139|NULL|
196663923|1|2|465|289|NULL|
196028094|0|2|533|136|0|
195986942|0|NULL|514|259|NULL|
195722925|1|3|226|188|NULL|
195620464|1|1|214|261|NULL|
195583963|0|3|172|202|NULL|
195446296|0|3|31|272|NULL|
195195086|1|3|28|103|NULL|
195179791|0|2|227|302|NULL|
194538784|1|1|292|297|NULL|
194505446|1|1|538|164|0|
194203946|0|3|176|80|NULL|
194197507|0|NULL|417|334|NULL|
194046619|0|4|25|289|NULL|
200106447|1|3|505|254|NULL|
200083318|1|3|224|63|1|
199471858|0|2|23|250|NULL|
199464239|0|2|473|161|NULL|
199275210|1|4|228|183|NULL|
199116321|1|3|174|310|NULL|
199070102|1|2|298|52|1|
198536789|1|3|43|312|NULL|
198465846|0|2|536|155|0|
198379841|1|3|202|47|NULL|
198167855|0|2|181|47|NULL|
196937503|0|NULL|417|297|NULL|
195677605|0|3|39|146|NULL|
195355554|0|4|422|168|NULL|
199547420|0|3|24|187|1|
199539787|0|4|514|205|NULL|
199381887|0|4|186|297|NULL|
199222948|0|NULL|41|292|NULL|
199037530|1|NULL|10|319|NULL|
199011950|0|1|23|331|0|
198000324|1|1|225|91|NULL|
197960929|0|4|295|121|NULL|
197612379|0|3|474|2|NULL|
197094386|0|3|178|252|NULL|
196767436|0|4|457|222|1|
196570178|0|3|505|334|NULL|
195706182|0|1|210|323|1|
195591181|0|2|473|254|0|
195482944|1|2|419|156|NULL|
195190203|0|4|306|81|NULL|
195134365|0|3|24|85|NULL|
194661882|0|2|181|207|NULL|
194453884|1|4|227|68|1|
200193273|0|1|490|122|NULL|
199500175|0|4|214|326|NULL|
199047126|0|4|181|36|NULL|
198914421|1|2|42|42|NULL|
198612144|0|4|210|147|NULL|
197670054|1|4|299|334|NULL|
197603833|0|1|458|85|NULL|
197590732|0|3|539|270|NULL|
197497075|1|1|505|318|NULL|
197455258|1|1|210|267|NULL|
197350412|0|1|478|54|NULL|
197152299|1|2|172|254|NULL|
196458659|0|4|167|74|NULL|
195970697|0|2|489|297|NULL|
195887441|0|2|292|127|NULL|
195682082|0|3|220|160|0|
195381272|0|1|433|282|NULL|
195186592|0|2|295|148|NULL|
194876463|0|4|217|228|NULL|
194470781|0|3|514|203|NULL|
200080458|1|NULL|230|72|NULL|
199793102|0|3|418|47|NULL|
199737050|0|3|218|90|NULL|
199718290|1|2|299|80|NULL|
199566357|0|NULL|539|329|NULL|
199479670|0|3|210|52|NULL|
198623450|1|1|215|332|NULL|
198623261|0|1|215|334|NULL|
198000468|0|2|172|205|1|
197992536|1|2|217|54|NULL|
197975215|0|1|214|56|1|
197793953|0|3|43|254|NULL|
197746331|1|NULL|202|245|NULL|
197460150|0|4|223|248|NULL|
196932844|0|2|268|84|NULL|
196814733|0|1|41|1|NULL|
196808913|0|2|306|98|NULL|
196632413|1|3|303|154|NULL|
196604164|0|4|533|319|NULL|
196448094|0|2|215|97|NULL|
196420559|1|1|39|191|0|
196405168|1|3|224|170|0|
196256136|0|3|473|25|1|
196135138|1|2|227|310|NULL|
195860808|1|1|28|31|0|
195712728|1|4|210|91|NULL|
195391699|0|3|428|121|NULL|
195011261|1|4|215|77|1|
194727784|1|1|20|260|NULL|
194356095|0|2|306|274|NULL|
194055046|1|1|214|59|NULL|
200223150|1|1|514|56|NULL|
200129426|0|4|471|105|NULL|
199769596|1|0|482|315|NULL|
199461069|0|NULL|202|43|NULL|
199007534|1|4|517|74|NULL|
198374634|0|2|306|136|NULL|
198262932|0|4|544|265|NULL|
198069617|0|4|19|151|NULL|
197880552|0|4|306|58|NULL|
197805144|0|3|511|87|NULL|
196945559|1|2|181|184|1|
196833917|0|2|224|294|NULL|
196820846|0|4|466|42|NULL|
196019026|1|4|541|91|NULL|
195756254|0|3|551|125|NULL|
194960579|1|1|421|153|NULL|
194485740|1|2|24|299|NULL|
194309915|1|0|286|205|NULL|
199956076|0|NULL|31|267|NULL|
199891637|0|3|24|147|NULL|
199018669|1|NULL|422|201|NULL|
198929861|0|3|20|286|NULL|
198904754|0|4|551|74|NULL|
198756908|1|4|227|74|NULL|
198742295|0|4|30|238|NULL|
198730031|1|4|474|52|NULL|
198552693|0|3|530|224|NULL|
198067026|1|4|24|194|NULL|
197456669|1|3|215|103|NULL|
197377982|0|3|472|183|1|
197161027|0|NULL|505|234|NULL|
197008800|1|2|24|241|NULL|
196782388|1|3|174|166|NULL|
195429153|0|2|25|209|NULL|
194921804|1|4|233|170|NULL|
194658451|0|4|422|31|NULL|
200154402|0|4|306|52|NULL|
200046696|0|3|18|183|NULL|
199958828|0|2|474|74|NULL|
199761734|1|2|513|133|NULL|
199300370|1|2|234|206|NULL|
199229521|1|3|514|219|NULL|
198983894|0|3|422|190|NULL|
198391060|0|2|301|297|NULL|
198230365|0|4|421|245|NULL|
197957245|0|NULL|184|10|NULL|
197738859|0|NULL|306|19|NULL|
197405281|1|4|223|276|NULL|
197351595|0|0|505|240|NULL|
197131467|1|3|174|284|NULL|
197060656|0|1|539|205|NULL|
196934956|0|2|465|70|NULL|
196413818|0|2|42|69|NULL|
196358777|0|2|224|136|1|
195720633|1|4|505|250|NULL|
195662969|0|2|226|338|NULL|
195538955|0|4|40|156|NULL|
195356527|0|3|176|292|NULL|
195329765|0|2|224|103|NULL|
195246788|0|4|298|74|NULL|
195198074|0|4|40|15|NULL|
195123494|1|3|231|212|1|
194833318|0|2|534|129|0|
194590634|1|2|230|77|NULL|
199959670|1|3|425|297|NULL|
199866580|0|1|167|34|NULL|
199845971|0|3|514|72|NULL|
199623643|0|3|223|54|NULL|
198948840|0|4|223|204|NULL|
198625644|1|2|227|128|NULL|
198526021|0|2|292|164|NULL|
198514402|0|4|298|297|NULL|
198249918|0|2|477|319|NULL|
197971872|1|4|458|312|NULL|
197868240|0|4|311|254|NULL|
197850194|1|NULL|223|256|NULL|
197824187|0|3|12|160|NULL|
197554443|0|3|424|250|NULL|
197131889|0|2|303|294|NULL|
197078539|0|4|40|39|NULL|
196980442|0|3|509|170|NULL|
196243990|1|3|181|152|NULL|
195914023|1|1|214|203|NULL|
195910916|0|2|167|74|NULL|
195152864|0|4|161|180|NULL|
194927405|1|2|536|252|0|
194306725|1|3|208|47|0|
200021113|1|2|167|210|NULL|
199938047|0|3|530|223|0|
199826005|1|3|215|56|NULL|
199363132|0|2|167|310|NULL|
198559335|0|4|474|265|NULL|
196917023|1|0|16|311|NULL|
196894556|1|2|25|234|NULL|
196850706|0|3|544|96|NULL|
196794057|1|1|228|277|NULL|
196442951|0|4|210|190|NULL|
195682674|1|0|422|295|NULL|
194332520|1|2|482|155|0|
194171848|0|4|27|44|NULL|
200111087|0|3|471|56|NULL|
199639996|0|3|178|160|NULL|
199532485|0|4|29|47|NULL|
199440150|0|NULL|429|46|NULL|
199100038|0|1|477|206|NULL|
198647654|0|3|458|250|NULL|
198572391|0|2|215|68|NULL|
198310952|0|4|286|297|NULL|
198310835|0|4|215|43|NULL|
197351044|1|2|298|317|0|
196411745|0|4|224|253|NULL|
196081557|1|4|176|47|NULL|
195923037|1|2|174|113|NULL|
195169590|0|1|214|200|NULL|
199931881|1|3|174|47|NULL|
199863623|1|1|215|11|NULL|
199833157|0|NULL|18|47|NULL|
199673294|0|3|205|239|NULL|
199531460|0|4|25|51|NULL|
199008361|1|2|41|186|NULL|
198665915|0|2|233|224|0|
197981999|0|4|172|142|NULL|
197547263|0|2|539|103|NULL|
197513763|0|2|176|77|1|
197434927|0|3|292|205|NULL|
197219029|0|3|226|52|NULL|
196956106|0|NULL|311|121|1|
196804791|0|NULL|285|191|NULL|
196771702|0|2|24|15|NULL|
196189615|0|4|308|275|0|
195803480|0|2|544|29|NULL|
194755469|0|4|551|7|NULL|
194077929|0|1|43|141|NULL|
194065263|0|1|224|107|NULL|
200028563|1|2|549|153|NULL|
199885734|0|2|181|334|NULL|
199544815|1|1|42|251|NULL|
199236462|1|4|176|39|NULL|
198984543|0|1|427|35|NULL|
198487795|0|3|490|327|NULL|
197703411|1|3|224|127|NULL|
197658720|0|3|176|21|NULL|
196980614|0|3|422|268|NULL|
196946546|0|2|167|323|NULL|
196940639|0|2|214|57|NULL|
196932974|0|2|295|10|0|
196861877|0|2|511|122|NULL|
196707732|0|4|167|116|1|
196038873|0|4|224|312|0|
196030423|1|0|225|68|NULL|
196028760|1|3|8|270|NULL|
195889811|1|1|172|71|NULL|
195417193|0|4|473|51|0|
195239666|0|NULL|42|166|NULL|
194593638|0|NULL|23|47|NULL|
194537488|1|2|298|91|NULL|
194180756|0|3|186|297|NULL|
199952924|1|3|231|253|NULL|
198612750|0|2|466|52|NULL|
198311238|0|3|303|225|NULL|
197901528|1|4|32|220|NULL|
197879201|0|1|25|141|NULL|
197356634|0|3|292|91|NULL|
196951127|0|2|218|52|NULL|
196694985|0|3|33|15|NULL|
196686792|1|3|40|297|NULL|
196337594|0|4|224|74|NULL|
196218063|0|3|549|225|NULL|
196071390|1|2|275|164|NULL|
196023108|0|4|482|317|NULL|
195262918|0|1|50|49|NULL|
194968996|0|2|210|21|NULL|
194879752|1|2|293|136|NULL|
194462654|0|NULL|23|224|NULL|
199629289|0|2|224|225|NULL|
199561248|0|1|219|170|NULL|
199510545|0|0|423|35|NULL|
199430933|0|0|541|140|1|
199400620|1|2|210|42|NULL|
199308164|1|1|176|47|NULL|
199270160|0|NULL|464|91|NULL|
198742667|1|4|303|334|NULL|
198724219|0|2|215|335|NULL|
198710772|0|3|226|234|NULL|
198697859|0|3|40|277|NULL|
197770455|0|1|421|56|NULL|
197612183|1|2|421|54|NULL|
197449091|0|1|422|228|NULL|
196409291|0|4|225|52|NULL|
195839184|0|4|229|52|NULL|
195745573|1|2|167|287|NULL|
195699105|0|NULL|178|289|NULL|
195576466|0|2|532|297|1|
195386352|0|3|225|330|NULL|
195194137|0|4|458|102|NULL|
195157435|1|3|228|256|NULL|
195097773|0|3|21|191|NULL|
195073706|0|NULL|422|164|NULL|
194865109|1|1|286|223|1|
194566181|0|3|478|77|NULL|
194555205|0|1|172|334|NULL|
194541492|0|3|306|73|NULL|
199759243|1|4|286|297|NULL|
199632676|0|2|271|334|NULL|
199481876|0|NULL|482|206|NULL|
199326941|0|4|301|47|NULL|
199249608|0|4|532|315|NULL|
198965584|0|3|311|74|NULL|
198798780|1|4|227|123|NULL|
198562333|0|NULL|178|129|0|
198325670|1|3|306|245|NULL|
198242371|0|1|210|205|NULL|
198092807|0|NULL|25|149|NULL|
197981757|0|1|39|51|NULL|
197913657|0|0|157|171|NULL|
197816395|1|NULL|544|270|NULL|
197797702|1|3|181|177|NULL|
197499950|0|NULL|295|102|NULL|
197384171|0|4|39|125|NULL|
197382240|0|1|228|89|NULL|
197017293|1|4|228|136|NULL|
196287471|1|4|473|103|NULL|
195769630|0|3|206|297|NULL|
195705423|0|2|28|74|NULL|
195523077|1|3|157|52|NULL|
195431318|1|2|215|212|0|
195258637|0|1|542|34|NULL|
195005124|0|3|215|83|NULL|
194952482|1|4|514|299|0|
194849817|0|1|418|172|NULL|
194537345|0|3|43|273|NULL|
194524741|0|1|514|72|NULL|
194193375|0|3|449|102|NULL|
199840999|0|NULL|18|73|NULL|
199042269|1|3|534|150|NULL|
198807967|1|1|517|84|NULL|
198506542|0|1|172|91|NULL|
198168441|0|1|181|334|0|
197633729|1|4|29|34|NULL|
197255190|1|0|512|334|NULL|
196557365|0|2|474|91|NULL|
196485025|0|3|227|118|NULL|
196415111|0|4|298|79|1|
196363767|0|3|512|124|NULL|
196067878|0|2|286|269|NULL|
195718129|0|2|530|35|NULL|
195692885|0|2|458|42|1|
195413061|1|NULL|422|81|NULL|
194929553|0|NULL|285|97|1|
194908519|0|3|298|39|NULL|
199714030|0|4|482|140|NULL|
199188059|1|3|174|91|NULL|
199176873|1|3|19|46|NULL|
199115858|0|1|536|91|NULL|
198688474|0|3|172|312|NULL|
198601878|0|4|514|270|NULL|
197877336|1|2|474|223|NULL|
197505279|0|2|176|300|NULL|
197473625|0|3|174|177|NULL|
196951657|0|4|224|164|NULL|
196792408|0|2|230|71|NULL|
196233605|0|0|422|308|NULL|
196221453|1|3|473|194|NULL|
195867046|0|4|429|19|NULL|
195518667|0|3|172|205|NULL|
195362010|0|4|505|47|NULL|
195017629|1|3|530|136|NULL|
194981306|0|NULL|505|44|NULL|
194838087|0|3|536|46|NULL|
194738213|1|1|292|150|0|
194483884|1|3|214|288|NULL|
200103325|0|3|25|199|NULL|
199359146|0|1|458|298|NULL|
199144344|0|2|215|58|NULL|
198888749|0|2|530|214|NULL|
198467287|0|2|25|155|NULL|
197917066|0|2|512|203|NULL|
197683234|0|1|181|277|NULL|
197100518|0|1|50|248|NULL|
196752716|1|0|25|52|NULL|
196593768|0|3|40|74|NULL|
195837929|1|2|509|269|NULL|
195192201|0|2|224|146|NULL|
194837576|0|4|219|283|NULL|
194590146|0|1|224|297|NULL|
194432052|1|3|230|164|NULL|
194342034|1|1|514|270|NULL|
194227125|0|4|505|292|NULL|
194164470|1|2|167|124|NULL|
199292768|0|2|421|74|NULL|
199165359|0|3|464|121|NULL|
198822374|0|NULL|210|7|NULL|
198818646|0|NULL|244|2|NULL|
198194107|0|3|26|332|NULL|
198060846|0|NULL|10|149|NULL|
196815159|0|3|474|120|NULL|
196572485|1|4|514|97|NULL|
196432697|0|NULL|514|18|NULL|
196352109|0|2|298|182|NULL|
196283472|0|NULL|309|289|NULL|
195635677|0|4|174|294|NULL|
195305898|0|2|210|51|NULL|
195103851|0|1|227|283|0|
194922802|0|4|11|64|NULL|
194919409|0|NULL|542|269|NULL|
194191713|0|4|167|159|NULL|
200192237|0|3|172|248|NULL|
200122187|0|3|224|73|1|
199835316|0|3|425|163|NULL|
199773425|0|4|465|288|NULL|
199637667|1|3|230|292|NULL|
199460984|0|1|551|254|NULL|
198833948|0|3|298|223|NULL|
198716909|1|1|417|35|NULL|
198055286|0|NULL|474|303|NULL|
197671245|NULL|NULL|25|180|NULL|
197270864|1|3|42|111|NULL|
196536424|0|2|295|334|0|
195131479|1|4|306|31|0|
195067549|0|1|224|47|NULL|
194542961|0|3|176|54|NULL|
194410937|0|3|214|81|NULL|
200029370|0|2|285|241|NULL|
199989817|1|3|225|315|NULL|
199985241|0|4|532|334|NULL|
199916742|0|2|514|277|NULL|
199759630|1|3|520|239|NULL|
199586860|0|3|472|205|NULL|
199429135|1|3|174|223|NULL|
199047379|0|NULL|551|223|NULL|
198769692|0|2|549|228|NULL|
198698410|0|3|511|168|NULL|
198571286|0|2|215|177|0|
197832563|0|2|18|149|NULL|
197372343|1|2|472|54|NULL|
196931487|0|4|24|134|NULL|
196516542|1|1|224|71|NULL|
196452783|0|2|176|194|NULL|
196075064|1|0|514|292|NULL|
195983683|1|0|31|295|NULL|
195692839|0|0|235|173|NULL|
195035173|1|1|39|198|NULL|
195032242|1|1|514|85|NULL|
194571688|0|2|309|206|NULL|
194453052|0|3|517|63|NULL|
194412757|0|2|465|269|NULL|
200190555|1|NULL|176|47|NULL|
199668788|0|1|25|33|NULL|
199467838|0|4|43|218|NULL|
199111887|1|3|285|266|NULL|
198941432|0|3|465|164|NULL|
198126846|0|3|224|205|NULL|
197063163|0|4|492|71|NULL|
196566937|0|4|30|56|NULL|
196373647|0|4|482|219|NULL|
196324039|1|3|425|245|NULL|
196076125|0|2|473|85|NULL|
196065997|1|3|181|297|NULL|
195870232|0|3|286|171|NULL|
195740126|0|NULL|458|289|NULL|
195674194|0|1|25|147|0|
195633526|1|2|422|205|NULL|
195284742|1|1|29|240|NULL|
194487241|0|3|43|55|NULL|
194367024|0|NULL|425|312|NULL|
194266107|0|2|473|240|NULL|
194191617|1|1|24|243|NULL|
200165082|1|2|505|120|NULL|
199929306|0|2|472|180|1|
199601136|1|3|311|127|NULL|
199554665|1|3|419|297|NULL|
199327207|0|NULL|215|155|NULL|
198793334|0|1|505|47|NULL|
198208876|1|3|230|121|NULL|
197736814|0|1|471|155|0|
197139252|0|4|176|223|NULL|
196868172|0|3|509|88|NULL|
195898785|0|3|471|177|NULL|
195013804|0|2|532|196|NULL|
194631912|1|2|306|140|NULL|
199981727|1|3|181|255|NULL|
199775094|0|2|458|74|NULL|
199752277|1|3|210|103|NULL|
198857461|1|3|16|40|NULL|
198442280|0|2|172|183|NULL|
198238892|0|4|296|205|NULL|
197673693|1|2|275|91|NULL|
197530506|1|2|174|254|NULL|
197334781|0|2|505|181|NULL|
197072724|0|2|421|125|NULL|
196500083|0|2|217|292|NULL|
196093175|0|2|228|68|NULL|
195655430|0|2|511|122|NULL|
195200890|0|1|303|18|0|
195078422|1|NULL|474|334|NULL|
194795549|0|4|425|169|NULL|
194735720|0|4|29|15|NULL|
194697096|0|2|477|151|NULL|
194404770|1|2|296|252|NULL|
194155275|1|1|24|210|NULL|
194068848|0|1|24|289|1|
200149400|1|1|505|155|NULL|
199956658|0|3|230|191|NULL|
199938678|0|3|544|91|NULL|
199654714|0|0|432|180|NULL|
199211335|0|2|222|127|NULL|
199192105|0|4|235|231|NULL|
198952970|0|NULL|43|74|NULL|
198603094|1|3|509|248|NULL|
198342388|0|3|226|161|NULL|
197795421|0|4|227|38|NULL|
197469299|1|2|214|151|NULL|
197257992|0|3|292|197|NULL|
197016703|0|3|295|192|NULL|
196600928|0|NULL|549|297|NULL|
196472635|0|2|230|283|NULL|
195927347|0|1|43|10|NULL|
195672619|0|NULL|176|70|NULL|
195530608|0|4|298|146|NULL|
194799769|1|2|25|109|NULL|
194613027|0|1|224|326|NULL|
194522700|0|NULL|210|297|NULL|
194191307|1|1|31|236|NULL|
194090977|0|2|309|205|1|
200007052|1|4|426|248|NULL|
199264736|0|4|167|74|NULL|
199012546|0|2|25|205|0|
198972011|0|4|215|191|NULL|
198658074|0|2|215|297|NULL|
198498408|0|NULL|220|99|NULL|
198451717|1|2|172|332|0|
198295587|0|1|544|205|NULL|
197845318|0|3|25|43|NULL|
197507531|1|0|215|52|0|
197234864|1|4|425|313|NULL|
197193599|0|NULL|28|191|NULL|
196815401|0|4|18|21|0|
196513220|0|3|505|52|NULL|
196422153|0|4|222|234|NULL|
196371237|1|4|421|108|NULL|
196328146|0|2|306|87|NULL|
196009371|0|3|20|166|NULL|
195921803|0|1|39|223|NULL|
195887097|0|4|538|277|NULL|
195567596|0|3|298|136|NULL|
195347987|0|1|514|182|NULL|
194978931|0|2|505|118|NULL|
194650962|0|4|214|289|NULL|
194454558|1|4|292|91|0|
194276058|0|2|337|290|NULL|
194077567|0|4|306|251|0|
200192195|0|4|514|292|NULL|
199931770|0|2|206|110|1|
199612086|0|1|206|46|NULL|
199004452|0|4|167|35|NULL|
197955709|1|3|311|34|NULL|
197926828|0|3|298|191|NULL|
197644823|0|4|167|168|NULL|
197457149|1|NULL|29|34|NULL|
197403553|0|1|24|330|NULL|
197339422|NULL|NULL|193|180|NULL|
197077030|0|1|539|234|NULL|
196380135|1|4|465|312|NULL|
195303232|0|3|295|192|0|
194909770|0|2|42|108|NULL|
194684528|0|4|286|47|NULL|
194630456|0|1|304|283|NULL|
194414945|0|4|210|297|1|
194103687|0|3|42|288|NULL|
194073084|1|3|230|298|NULL|
200145550|1|1|473|113|NULL|
199889617|0|0|24|151|NULL|
199828035|0|3|311|334|0|
199613179|0|3|514|253|NULL|
199119050|1|1|176|136|NULL|
199083735|0|4|176|206|NULL|
199047805|0|2|227|124|NULL|
198571461|0|NULL|33|121|NULL|
198110646|0|2|505|195|NULL|
198012792|0|2|43|205|NULL|
197478721|0|NULL|446|129|NULL|
197145355|0|1|505|286|NULL|
196841403|1|2|477|133|NULL|
196566389|0|1|418|310|NULL|
196321565|0|1|41|102|NULL|
196294221|1|1|206|147|1|
195948005|0|2|275|115|NULL|
195841352|0|4|39|286|NULL|
195436580|0|4|24|177|NULL|
195072998|1|1|224|327|0|
194330294|0|NULL|492|169|0|
194323101|1|2|534|133|NULL|
199580158|1|2|24|36|NULL|
199503863|1|3|172|124|NULL|
199483776|0|NULL|32|183|NULL|
199377211|0|1|514|68|NULL|
199247418|0|2|536|115|NULL|
198977124|0|3|172|140|NULL|
198335705|1|2|43|97|NULL|
198263960|0|4|31|332|NULL|
198179704|1|2|234|327|NULL|
198125634|1|1|42|277|NULL|
197847985|1|3|178|103|NULL|
